ID,AAPL_01,MSFT_02,GOOGL_03,AMZN_04,TSLA_05,META_06,NVDA_07,JPM_08,V_09,UNH_10,HD_11,MA_12,PG_13,DIS_14,BAC_15,XOM_16,KO_17,PEP_18,CSCO_19,INTC_20,SPY_21,QQQ_22,DIA_23,IWM_24,ARKK_25,VTI_26,VOO_27,XLK_28,XLF_29,XLV_30,YPF_31,GGAL_32,PAMP_33,BMA_34,CEPU_35,TXAR_36,LOMA_37,TGSU2_38,EDN_39,SUPV_40,AL30_41,GD30_42,AE38_43,TO26_44,TVPP_45,DICA_46,CUAP_47,BPLD_48,TJ20_49,T2X3_50,PBY22_51,CBC1_52,MGC1_53,MCC1_54,CGC1_55,GNC1_56,RDC1_57,PDC1_58,YDC1_59,BDC1_60
AAPL_01,1.0,0.6992016948923644,0.7814749562508551,-0.5843417264952546,-0.5114806320249669,-0.3705371929719203,-0.2595285184165301,-0.30721867565637184,0.025704944957043965,-0.9961225081952282,-0.3350055938289552,0.6046886247184777,0.10096166922876856,-0.5140129094901514,-0.936254912022739,0.41201650574117743,-0.8628193231079668,0.350769994185625,-0.2563320466337542,0.5612073580771816,-0.8367435179575914,0.08517909556465668,0.46900840308332403,-0.5155875620698588,0.02970551084267526,0.7043512576299832,0.4367871459799548,-0.2697008324887176,0.07942976331848835,0.5851482965833086,0.17151799367955337,-0.8698026056769954,0.5539094360175447,-0.2120138582366914,0.524321082316993,0.5829508246758721,-0.042355525132157686,0.2711990129132438,0.15134002766763727,-0.49494158196212884,-0.6582334969113349,-0.26486890455198747,0.2577413828410322,-0.6652586873453099,0.5093233476423313,0.21165853594879885,-0.10702458083997994,0.7665666686881343,0.9368669451871984,-0.00825736314727535,0.8115757951437553,0.5221293554128282,0.2570424790417236,-0.1462905450773318,0.6794423654801307,0.40891395596178437,-0.9305825830259008,0.13702668969148762,0.1379295356659123,0.2261855823792794
MSFT_02,0.6992016948923644,1.0,0.764259041884269,-0.6205394459897697,-0.3028760383019549,-0.053228721354287245,0.44052827739123024,0.21270739293591856,0.6755434544053509,-0.7414669636079739,-0.10084706837131238,0.6903499201099554,0.6378688976714387,-0.040643439659430784,-0.6186642046582485,0.4162780228793012,-0.2893101543935104,0.24866951244153657,-0.04793395765034726,0.6036595060554402,-0.7960098252756804,-0.25148512359525205,0.06642253823859604,-0.8925359767456572,0.18370653746615445,0.8884469799309693,0.3164261704365903,-0.4606021311462275,-0.635859554140137,0.46820566291683713,-0.5472081008209878,-0.6722285779744579,0.8241110629345167,-0.4768957283436005,0.08617854422508647,0.11446056394369566,-0.07734945395929664,0.7084409199138981,-0.5590299629280098,-0.7824142715151637,-0.327472124755382,-0.6462853972130189,0.42529344986865003,-0.7751677335266861,0.9610520551308318,0.06356614691310779,-0.563870351305216,0.8085090936407057,0.737044001171388,0.646001999777188,0.15332962257353563,-0.024470772806735347,-0.3696808236213818,-0.6488095355966439,0.8303755103053791,0.8549632103653493,-0.6104529909627148,-0.4462677644186744,0.34551872450455373,-0.41293907955285597
GOOGL_03,0.7814749562508551,0.764259041884269,1.0,-0.9158525652237915,-0.22321121659515056,0.09556885573644487,0.28368289270132035,-0.4606118207623605,0.10958806025904652,-0.8236997380855523,0.09704326820242937,0.7549160298422208,0.10347459457787311,-0.6434465110763492,-0.6218564189768154,-0.03415682326912647,-0.5812493459004823,0.000626606715528382,-0.12355759804032793,0.9359720702180877,-0.7888242074830482,0.061913279038635465,0.6307991809799752,-0.6819579229245588,0.10057217896931044,0.5594727431650751,0.8313477191333704,-0.76423060780407,-0.1387756591663358,0.053906982858650775,-0.2967259195760777,-0.680072746099608,0.3192533569833432,0.1556605485248063,0.6162326193872715,-0.033194962751000694,0.07770564584720378,0.10282803112021993,-0.2871528325876034,-0.8957478905182518,-0.0777000723116021,-0.22289327294653669,-0.06715228475406608,-0.6237717691135024,0.6854519635544446,0.3344891665899033,0.09666496016110411,0.9294332454523612,0.6532250646004186,0.44110553837591243,0.498247864655662,0.579064009774591,-0.32196854271674774,-0.5423327147328644,0.6795571405125975,0.804458209859738,-0.7482234574253881,0.009590154577457056,0.23079551481881147,-0.3258696660976522
AMZN_04,-0.5843417264952546,-0.6205394459897697,-0.9158525652237915,1.0,0.35572348628907613,-0.007016972975998061,-0.3477027612245389,0.5131694054767815,0.008091148677589383,0.6202990304070366,-0.4820964527187529,-0.46273731119540523,-0.1738208900766546,0.7170965744710178,0.31393365883996305,0.057322164735605086,0.344917113969315,0.3992675694225664,0.38633041373488597,-0.9875215420360409,0.4807837947658098,0.20912094900200462,-0.7709157630986033,0.7252102763894037,-0.4199704561921104,-0.48841801160690357,-0.9038689432564704,0.9383858356176483,0.18018402971264527,0.10773348492607944,0.30321375118153104,0.3399866013330789,-0.17496139765029847,-0.2605946788342605,-0.7498581178743455,0.16228796414640392,-0.4419040113674261,0.09698867804720201,0.25591464768601146,0.9305293251087636,-0.21416710406524256,-0.09111584088433757,0.015150820633924044,0.6845225204503153,-0.6345043187556427,-0.04504284678321388,-0.18353808387439977,-0.9394779544547139,-0.3543196725748287,-0.5661058413535822,-0.3475048324819962,-0.6355881080413911,0.5202199103616845,0.7271612728527598,-0.36045499274719606,-0.7654278896150981,0.45595651973034856,0.17516891593531347,0.10480760990583751,0.5241058360292375
TSLA_05,-0.5114806320249669,-0.3028760383019549,-0.22321121659515056,0.35572348628907613,1.0,0.9260938121567885,0.39614937302099096,0.01859491920151437,0.10008627076362606,0.46003293154228175,-0.255252472536805,0.31675237539854423,-0.4655338089728854,0.29319707085228924,0.28798297442222887,-0.7959546261693216,0.26078995381935977,0.31636638438766407,0.9223840191004222,-0.21142777514932604,0.015286293108330129,0.6884216916640071,-0.40703063033947934,0.514109856765405,-0.7802508751560195,-0.6697642361025337,-0.06872735680671452,0.18166569326954848,0.07077905366197858,-0.6572770031633696,-0.36886834497698234,0.06180674092700711,-0.49582042742827076,0.4407060896755578,-0.5025717346526068,-0.6900581962917494,-0.6976047632252188,-0.10932710774629224,-0.4130105364842043,0.1809831962574333,0.37606693034854316,-0.33427133038908047,-0.7742254223944078,0.8111380392404466,-0.29940533298168803,0.7113635418060255,0.28741685495902036,-0.5230387810878213,-0.3225163205716965,-0.05451215406732986,-0.425409197818547,-0.3103198691094927,-0.137769895553797,0.3322775849552713,0.1253636479278787,0.003807054529166828,0.17371323725412868,0.4164162650955868,0.7138519903837294,-0.07640741645544115
META_06,-0.3705371929719203,-0.053228721354287245,0.09556885573644487,-0.007016972975998061,0.9260938121567885,1.0,0.6394970606216324,-0.09763836735159491,0.18526736959057957,0.29806196845571586,-0.031578395459565124,0.4906989456819133,-0.3379633783814867,0.10417148674021239,0.24711129371589052,-0.8450879617335586,0.23948929827399607,0.14277133620787075,0.8266544382256439,0.15062386355101895,-0.13496802219611967,0.5717028595054672,-0.18822804319339512,0.21137234035784777,-0.6126611692512994,-0.4930022783951496,0.24599072311174933,-0.1919673147289456,-0.09615975184460722,-0.745616220538118,-0.5941746276048062,-0.011360114626509443,-0.41969630063688873,0.5198934540928012,-0.3001636409797718,-0.847137775888937,-0.5431520220479262,-0.09885703154716197,-0.6190994558209774,-0.1949466603581053,0.5317262716195973,-0.34729266407786813,-0.7795510794913098,0.5701556753296917,-0.01753899803315756,0.7136724309198422,0.3049764544872078,-0.19184999830484642,-0.25090296814812113,0.2502238023117968,-0.41558578576892563,-0.16301247552821202,-0.4329739440497395,-0.0038360979471524113,0.26299620993254164,0.3437935740431592,0.07650802710292597,0.2731147681424397,0.7090576387687322,-0.37266779555692087
NVDA_07,-0.2595285184165301,0.44052827739123024,0.28368289270132035,-0.3477027612245389,0.39614937302099096,0.6394970606216324,1.0,0.30220171475383034,0.6688955072819602,0.18037807720522217,0.39952821758151374,0.35873009492720437,0.45620924456826184,0.2634042795104039,0.32659597307601285,-0.3064675703540899,0.5511913812818975,-0.2118345915164357,0.33848427829518246,0.39580606022203085,-0.11943650907510114,-0.21691615520602908,-0.2013698317448014,-0.5105093147297584,0.09728989519027047,0.14579904975441002,0.2502343997869233,-0.5500989237661733,-0.7746355677100846,-0.4180482408974117,-0.9826118108273849,0.11871820845090776,0.15075924742210775,0.015952149324312263,-0.2808706736128696,-0.8014791981928582,-0.04774992757023876,0.33256161663700634,-0.9648807857044578,-0.6259263283418285,0.5946764277139579,-0.4222510601260284,-0.10724655224737616,-0.12179424068218993,0.611068805854543,0.08661168505305046,-0.2664073957288641,0.2585312045951493,-0.20233791512599134,0.8948116552037996,-0.6826626224910944,-0.3799792802611554,-0.9254458634799833,-0.7202362355699425,0.30893656247701146,0.7707424363564285,0.2257933059010701,-0.5355197412090679,0.37434289372754576,-0.9177054709509564
JPM_08,-0.30721867565637184,0.21270739293591856,-0.4606118207623605,0.5131694054767815,0.01859491920151437,-0.09763836735159491,0.30220171475383034,1.0,0.8064351270450512,0.3027135937502265,-0.2174796386455947,-0.17212613919520184,0.72540075303437,0.9445120688068863,0.18051683279986366,0.5246715450001957,0.5761081823040504,0.2917939730679144,0.1881663733187951,-0.5548612450664071,0.12843679524298054,-0.4347170596039117,-0.8854138967109416,-0.20344519303509784,0.0878253370983034,0.32202332972847125,-0.7878407748301691,0.46060040507490824,-0.7252242425046684,0.4466669803051081,-0.4166601705638298,0.16282954938933797,0.598700405315259,-0.8319599782976314,-0.8521073195593329,0.06371805723204244,-0.23351111888151488,0.8045489458057878,-0.4440990891923781,0.2310156887578074,-0.2093575322057648,-0.5683567238028697,0.6153088710035772,-0.07551808555412702,0.3049845378982254,-0.3879798099383622,-0.9012485803589008,-0.3084403635943894,-0.05705055160595665,0.30921542259974405,-0.6503093026767015,-0.9505552605667924,-0.13899349168663783,-0.1320212046870889,0.10818357612301031,0.022052600275676494,0.36091247666072207,-0.6596697134879876,0.17029960933267702,-0.18647902160747973
V_09,0.025704944957043965,0.6755434544053509,0.10958806025904652,0.008091148677589383,0.10008627076362606,0.18526736959057957,0.6688955072819602,0.8064351270450512,1.0,-0.07342585595887575,-0.16048143708407747,0.3618550700535889,0.7937882623260831,0.6812643448022425,-0.09128336059105097,0.35620450454782365,0.36624620189201434,0.32825461903319597,0.31476195784912514,-0.009996403843902218,-0.34330741637619533,-0.3290275489075343,-0.6382880233360899,-0.5917524855565472,0.035119037476064034,0.5720360779368378,-0.30794265828117273,-0.010676134993378847,-0.9182200547951539,0.3359064889543349,-0.788656493546753,-0.20653213448744379,0.7465594076573205,-0.6972962946241601,-0.6377560238257552,-0.16534712468391766,-0.31606549904051917,0.9182179025844445,-0.8164739387188443,-0.3356523979966788,-0.12776454334451973,-0.8273838997666687,0.4590248210196572,-0.3282299427362674,0.7465737391898772,-0.07878801091355396,-0.8638669068098405,0.17386322819553168,0.24755210090141408,0.6822891865535842,-0.5351720410120714,-0.7426639774434455,-0.47081525278130854,-0.4911788479841322,0.570807732463863,0.5924417628908099,-0.009707025148075945,-0.6769385555534326,0.4752003967678799,-0.5113884294918769
UNH_10,-0.9961225081952282,-0.7414669636079739,-0.8236997380855523,0.6202990304070366,0.46003293154228175,0.29806196845571586,0.18037807720522217,0.3027135937502265,-0.07342585595887575,1.0,0.3238714270165264,-0.6650478426827962,-0.1140856753984938,0.5080751286132289,0.9327653329118388,-0.3671062910348099,0.8446459934590136,-0.3559266106621589,0.20539109504013314,-0.6059537375840622,0.8735230939490229,-0.10208989228232851,-0.46134271703102125,0.5490531015951889,-0.0071002491038809155,-0.7095573120659183,-0.47412856602234654,0.3168319382220829,-0.03307356306145692,-0.5435512816765351,-0.09287050356078529,0.8883063959983093,-0.5588395219685469,0.19335299179242887,-0.5085146458561652,-0.514652402581214,0.07215200888160181,-0.2936327721459875,-0.07190575708491218,0.553092105841946,0.618719467504944,0.31302690522478743,-0.22278095536934311,0.6641234368307931,-0.5575079602678092,-0.2559296434191556,0.1114193342667373,-0.7935059365372991,-0.9402912507280486,-0.053749224075513156,-0.776179642567005,-0.5071049892713202,-0.19192117682789078,0.19109774479205405,-0.7286359282402032,-0.48000620477832734,0.9404761092653262,-0.12323292794295466,-0.19652593969567095,-0.16342687121858065
